pathway	circuit	circuit_name	gene	symbol	eff_node	eff_gene
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2324	FLT4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3480	IGF1R	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3643	INSR	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3791	KDR	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3815	KIT	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	4233	MET	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	4804	NGFR	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5156	PDGFRA	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5159	PDGFRB	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	7010	TEK	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9732	DOCK4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	10411	RAPGEF3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	11069	RAPGEF4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	26037	SIPA1L1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5909	RAP1GAP	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	135	ADORA2A	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	136	ADORA2B	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	1902	LPAR1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2149	F2R	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	23566	LPAR3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2357	FPR1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2846	LPAR4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5028	P2RY1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	57121	LPAR5	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9002	F2RL3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9170	LPAR2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2778	GNAS	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2776	GNAQ	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	23236	PLCB1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5330	PLCB2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5331	PLCB3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5332	PLCB4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	1398	CRK	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	1399	CRKL	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	999	CDH1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2889	RAPGEF1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	1499	CTNNB1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	260425	MAGI3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9223	MAGI1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9863	MAGI2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	51735	RAPGEF6	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9693	RAPGEF2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	22808	MRAS	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9771	RAPGEF5	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	25780	RASGRP3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	10235	RASGRP2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	107	ADCY1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	108	ADCY2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	109	ADCY3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	111	ADCY5	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	112	ADCY6	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	113	ADCY7	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	114	ADCY8	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	115	ADCY9	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	196883	ADCY4	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	57568	SIPA1L2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	7094	TLN1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	83660	TLN2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5578	PRKCA	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5579	PRKCB	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5582	PRKCG	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	23683	PRKD3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	25865	PRKD2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5587	PRKD1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	27040	LAT	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5335	PLCG1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	9564	BCAR1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3937	LCP2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	8631	SKAP1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5906	RAP1A	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	5908	RAP1B	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	163688	CALML6	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	51806	CALML5	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	801	CALM1	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	805	CALM2	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	808	CALM3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	810	CALML3	NA	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3674	ITGA2B	ITGA2B	ITGA2B
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	3690	ITGB3	ITGB3	NA
hsa04015	P-hsa04015-82	Rap1 signaling pathway: ITGA2B	2533	FYB1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1435	CSF1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1942	EFNA1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1943	EFNA2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1944	EFNA3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1945	EFNA4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1946	EFNA5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1950	EGF	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2246	FGF1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2247	FGF2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2248	FGF3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2249	FGF4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2250	FGF5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2251	FGF6	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2252	FGF7	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2253	FGF8	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2254	FGF9	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2255	FGF10	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2256	FGF11	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2257	FGF12	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2258	FGF13	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2259	FGF14	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2277	VEGFD	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	26281	FGF20	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	26291	FGF21	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	27006	FGF22	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	284	ANGPT1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	285	ANGPT2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3082	HGF	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3479	IGF1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3630	INS	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	4254	KITLG	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	4803	NGF	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	51378	ANGPT4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5154	PDGFA	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5155	PDGFB	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5228	PGF	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	56034	PDGFC	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	7422	VEGFA	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	7423	VEGFB	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	7424	VEGFC	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	80310	PDGFD	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	8074	FGF23	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	8817	FGF18	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	8822	FGF17	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	8823	FGF16	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9965	FGF19	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1436	CSF1R	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1956	EGFR	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1969	EPHA2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2260	FGFR1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2261	FGFR3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2263	FGFR2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2264	FGFR4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2321	FLT1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2324	FLT4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3480	IGF1R	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3643	INSR	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3791	KDR	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3815	KIT	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	4233	MET	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	4804	NGFR	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5156	PDGFRA	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5159	PDGFRB	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	7010	TEK	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5900	RALGDS	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9732	DOCK4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	10411	RAPGEF3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	11069	RAPGEF4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	26037	SIPA1L1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5909	RAP1GAP	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	135	ADORA2A	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	136	ADORA2B	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1902	LPAR1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2149	F2R	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	23566	LPAR3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2357	FPR1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2846	LPAR4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5028	P2RY1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	57121	LPAR5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9002	F2RL3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9170	LPAR2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2778	GNAS	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2776	GNAQ	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	23236	PLCB1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5330	PLCB2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5331	PLCB3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5332	PLCB4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1398	CRK	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1399	CRKL	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	999	CDH1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2889	RAPGEF1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	1499	CTNNB1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	260425	MAGI3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9223	MAGI1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9863	MAGI2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	51735	RAPGEF6	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9693	RAPGEF2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	22808	MRAS	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9771	RAPGEF5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	25780	RASGRP3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	10235	RASGRP2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	107	ADCY1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	108	ADCY2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	109	ADCY3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	111	ADCY5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	112	ADCY6	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	113	ADCY7	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	114	ADCY8	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	115	ADCY9	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	196883	ADCY4	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	57568	SIPA1L2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5578	PRKCA	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5579	PRKCB	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5582	PRKCG	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	23683	PRKD3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	25865	PRKD2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5587	PRKD1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	27040	LAT	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5335	PLCG1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	9564	BCAR1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	3937	LCP2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	8631	SKAP1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5906	RAP1A	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5908	RAP1B	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	163688	CALML6	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	51806	CALML5	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	801	CALM1	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	805	CALM2	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	808	CALM3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	810	CALML3	NA	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5898	RALA	RALA	RALA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	5899	RALB	RALB	NA
hsa04015	P-hsa04015-27	Rap1 signaling pathway: RALA	2533	FYB1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1435	CSF1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1942	EFNA1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1943	EFNA2	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1944	EFNA3	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1945	EFNA4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1946	EFNA5	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1950	EGF	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2246	FGF1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2247	FGF2	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2248	FGF3	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2249	FGF4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2250	FGF5	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2251	FGF6	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2252	FGF7	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2253	FGF8	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2254	FGF9	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2255	FGF10	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2256	FGF11	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2257	FGF12	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2258	FGF13	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2259	FGF14	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2277	VEGFD	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	26281	FGF20	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	26291	FGF21	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	27006	FGF22	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	284	ANGPT1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	285	ANGPT2	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3082	HGF	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3479	IGF1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3630	INS	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	4254	KITLG	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	4803	NGF	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	51378	ANGPT4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5154	PDGFA	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5155	PDGFB	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5228	PGF	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	56034	PDGFC	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	7422	VEGFA	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	7423	VEGFB	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	7424	VEGFC	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	80310	PDGFD	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	8074	FGF23	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	8817	FGF18	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	8822	FGF17	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	8823	FGF16	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	9965	FGF19	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1436	CSF1R	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1956	EGFR	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1969	EPHA2	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2260	FGFR1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2261	FGFR3	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2263	FGFR2	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2264	FGFR4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2321	FLT1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2324	FLT4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3480	IGF1R	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3643	INSR	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3791	KDR	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	3815	KIT	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	4233	MET	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	4804	NGFR	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5156	PDGFRA	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5159	PDGFRB	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	7010	TEK	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5900	RALGDS	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	9732	DOCK4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	10411	RAPGEF3	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	11069	RAPGEF4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	26037	SIPA1L1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5909	RAP1GAP	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	135	ADORA2A	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	136	ADORA2B	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	1902	LPAR1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2149	F2R	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	23566	LPAR3	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2357	FPR1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	2846	LPAR4	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	5028	P2RY1	NA	NA
hsa04015	P-hsa04015-11	Rap1 signaling pathway: RAC1	57121	LPAR5	NA	NA
